Order Date,Customer,Product,Qty,Sales Order,Planned Order,Production Order,Confirmed,Delivery,Invoice,Billing Status,Amount
11/6/2003 0:00,"Australian Gift Network, Co",Classic Cars,34,SO-142b9047,PL-031a333a,PO-b8bd0754,True,Delivered,INV-6e9eead6,Paid,3400.0
11/13/2003 0:00,"Classic Gift Ideas, Inc",Classic Cars,23,SO-6784a255,PL-06eb1c6b,PO-b738c1a2,True,Delivered,INV-9fe16c0b,Paid,2300.0
11/25/2003 0:00,"Saveley & Henriot, Co.",Classic Cars,42,SO-4c5f370c,PL-2e232b62,PO-9cfcf511,True,Delivered,INV-2c40efde,Paid,4200.0
12/5/2003 0:00,Canadian Gift Exchange Network,Classic Cars,47,SO-d66bae01,PL-80754ce4,PO-5cd0c5ad,True,Delivered,INV-e977aba1,Paid,4700.0
1/29/2004 0:00,West Coast Collectables Co.,Classic Cars,35,SO-5b5f54f2,PL-282b2bdc,PO-06fcb12c,True,Delivered,INV-63e864b0,Paid,3500.0
3/10/2004 0:00,Cambridge Collectables Co.,Classic Cars,29,SO-0aa05794,PL-e89c51c0,PO-9e7007f8,True,Delivered,INV-9380ee84,Paid,2900.0
5/4/2004 0:00,Super Scale Inc.,Classic Cars,34,SO-54d62a03,PL-4eaa8d69,PO-7e220c37,True,Delivered,INV-60b75755,Paid,3400.0
6/15/2004 0:00,"Tokyo Collectables, Ltd",Classic Cars,32,SO-0bf6ae92,PL-f72d9e8d,PO-8e61a870,True,Delivered,INV-f32d2b03,Paid,3200.0
7/19/2004 0:00,Souveniers And Things Co.,Classic Cars,21,SO-0e8d6a9e,PL-db4ed29d,PO-8a172c21,True,Delivered,INV-4992f5dc,Paid,2100.0
8/17/2004 0:00,Amica Models & Co.,Classic Cars,34,SO-287d9c2a,PL-0ccd9221,PO-997ad7ad,True,Delivered,INV-5ae1298c,Paid,3400.0
9/8/2004 0:00,Scandinavian Gift Ideas,Classic Cars,37,SO-c9df36f5,PL-ba2b2140,PO-835134d3,True,Delivered,INV-3c3faa71,Paid,3700.0
10/11/2004 0:00,Auto Assoc. & Cie.,Classic Cars,47,SO-cae92914,PL-e40085aa,PO-ff6237fa,True,Delivered,INV-6b484ebd,Paid,4700.0
10/21/2004 0:00,Mini Gifts Distributors Ltd.,Classic Cars,48,SO-8bea619c,PL-0641f3b5,PO-75626768,True,Delivered,INV-562edbe0,Paid,4800.0
11/4/2004 0:00,Online Diecast Creations Co.,Classic Cars,40,SO-1b92f316,PL-48821fce,PO-0a929f3f,True,Delivered,INV-a17a60df,Paid,4000.0
11/18/2004 0:00,Mini Wheels Co.,Classic Cars,26,SO-7a979472,PL-2f84d33e,PO-fc10bc99,True,Delivered,INV-1f0544c5,Paid,2600.0
11/29/2004 0:00,"Australian Collectors, Co.",Classic Cars,30,SO-02280a78,PL-6aff1c32,PO-a7e85cf1,True,Delivered,INV-d4b57c7a,Paid,3000.0
12/10/2004 0:00,Mini Gifts Distributors Ltd.,Classic Cars,32,SO-7d55598a,PL-d395311a,PO-8ba89dc7,True,Delivered,INV-984ea8ad,Paid,3200.0
1/20/2005 0:00,Collectables For Less Inc.,Classic Cars,41,SO-b552a3f6,PL-dc16c5c6,PO-691fdac8,True,Delivered,INV-5b139319,Paid,4100.0
2/17/2005 0:00,Corporate Gift Ideas Co.,Classic Cars,36,SO-13ee5574,PL-049107be,PO-96628c54,True,Delivered,INV-086fab62,Paid,3600.0
3/9/2005 0:00,"Anna's Decorations, Ltd",Classic Cars,24,SO-28622702,PL-b683aef1,PO-e7b2b730,True,Delivered,INV-035061a2,Paid,2400.0
5/1/2005 0:00,Quebec Home Shopping Network,Classic Cars,23,SO-d75481a2,PL-a7199da5,PO-fe26d584,True,Delivered,INV-c5716ad5,Paid,2300.0
5/31/2005 0:00,Euro Shopping Channel,Classic Cars,50,SO-c01a21af,PL-2a3d3d99,PO-1a95b74b,True,Delivered,INV-baab696c,Paid,5000.0
2/24/2003 0:00,Land of Toys Inc.,Motorcycles,39,SO-7d1d71f3,PL-dd875721,PO-12d5dc57,True,Delivered,INV-b428b26a,Paid,3896.49
4/29/2003 0:00,"Australian Collectors, Co.",Motorcycles,29,SO-73cb6013,PL-d98270a9,PO-f0e583c4,True,Delivered,INV-ba6165fe,Paid,2793.86
7/1/2003 0:00,Lyon Souveniers,Motorcycles,27,SO-ccec8e47,PL-f9c9b4db,PO-9284a327,True,Delivered,INV-08ae0f25,Paid,2700.0
8/25/2003 0:00,Toys4GrownUps.com,Motorcycles,37,SO-44b6346d,PL-b9d97df6,PO-8fe8d3b5,True,Delivered,INV-b78ba07c,Paid,3700.0
10/10/2003 0:00,Corporate Gift Ideas Co.,Motorcycles,37,SO-b923ecd9,PL-70e6d6fe,PO-dbb3a597,True,Delivered,INV-6c7e0434,Paid,3700.0
10/28/2003 0:00,Technics Stores Inc.,Motorcycles,27,SO-202e4e92,PL-879e2dba,PO-fb2dfc52,True,Delivered,INV-2799620b,Paid,2700.0
11/11/2003 0:00,Daedalus Designs Imports,Motorcycles,42,SO-698250d7,PL-50e6440d,PO-bf9025f1,True,Delivered,INV-c0b5add9,Paid,4200.0
11/18/2003 0:00,Herkku Gifts,Motorcycles,38,SO-6fb4dc9f,PL-c3455a2b,PO-4c81b927,True,Delivered,INV-08aa53af,Paid,3660.92
12/1/2003 0:00,Mini Wheels Co.,Motorcycles,24,SO-3bed1985,PL-ab7fd5fa,PO-c90e3acd,True,Delivered,INV-a7b1d7cd,Paid,2400.0
1/12/2004 0:00,Osaka Souveniers Co.,Motorcycles,23,SO-08272f89,PL-f5702e0f,PO-f55ab878,True,Delivered,INV-e839212f,Paid,2300.0
2/20/2004 0:00,"Australian Collectors, Co.",Motorcycles,47,SO-3128d643,PL-c87d4960,PO-b716e179,True,Delivered,INV-5dbf6357,Paid,4700.0
4/3/2004 0:00,Motor Mint Distributors Inc.,Motorcycles,22,SO-b908f91c,PL-504982f1,PO-da5a40b2,True,Delivered,INV-3e8e8029,Paid,2200.0
5/18/2004 0:00,Tekni Collectables Inc.,Motorcycles,44,SO-44d98994,PL-d67eeff2,PO-f3cb514e,True,Delivered,INV-7d3a6197,Paid,4400.0
6/28/2004 0:00,Gift Depot Inc.,Motorcycles,40,SO-177420f4,PL-1e543726,PO-5a2b10c2,True,Delivered,INV-df3e60de,Paid,4000.0
7/23/2004 0:00,La Rochelle Gifts,Motorcycles,22,SO-ced5c8d6,PL-909c8155,PO-04530489,True,Delivered,INV-96eed77f,Paid,2200.0
8/27/2004 0:00,Marta's Replicas Co.,Motorcycles,47,SO-c16f096a,PL-5e33a16b,PO-d2645ea5,True,Delivered,INV-95e09bb7,Paid,4700.0
9/27/2004 0:00,Atelier graphique,Motorcycles,39,SO-06f4d547,PL-9bd78181,PO-89d9c743,True,Delivered,INV-34f2c4f5,Paid,3757.26
10/15/2004 0:00,Mini Classics,Motorcycles,34,SO-5676dfbc,PL-e548e355,PO-af970972,True,Delivered,INV-9cd89d61,Paid,3400.0
11/2/2004 0:00,Diecast Classics Inc.,Motorcycles,45,SO-7c5b6912,PL-b6ea1c74,PO-eb5b68fd,True,Delivered,INV-60adee09,Paid,4500.0
11/15/2004 0:00,Land of Toys Inc.,Motorcycles,20,SO-7ac33d3f,PL-26c04399,PO-3f0c1d25,True,Delivered,INV-9f247ca2,Paid,2000.0
11/23/2004 0:00,"Tokyo Collectables, Ltd",Motorcycles,40,SO-5fda0c45,PL-45fccd52,PO-6bc3e8ea,True,Delivered,INV-f71efd15,Paid,2756.8
12/17/2004 0:00,Souveniers And Things Co.,Motorcycles,26,SO-9df8ee67,PL-bff9bdcd,PO-c6ff65eb,True,Delivered,INV-1d253d73,Paid,1329.9
2/2/2005 0:00,"Australian Gift Network, Co",Motorcycles,39,SO-dfc2ca16,PL-fe7d1aa9,PO-d05ac818,True,Delivered,INV-bd5f881a,Paid,3900.0
3/3/2005 0:00,FunGiftIdeas.com,Motorcycles,50,SO-0bfeeaa1,PL-7c29f950,PO-604bc213,True,Delivered,INV-406a5fa1,Paid,2225.5
4/7/2005 0:00,Auto Canal Petit,Motorcycles,45,SO-34455a7a,PL-634d60de,PO-6e604146,True,Delivered,INV-bd6081c9,Paid,4500.0
5/13/2005 0:00,Euro Shopping Channel,Motorcycles,45,SO-88a56ffc,PL-267bcfc2,PO-04ee3a38,True,Delivered,INV-8e342c6a,Paid,4500.0
2/24/2003 0:00,Land of Toys Inc.,Motorcycles,27,SO-caae1a9d,PL-44d15a03,PO-83cb3821,True,Delivered,INV-0943a4dd,Paid,2700.0
4/29/2003 0:00,"Australian Collectors, Co.",Motorcycles,46,SO-0b73e2dc,PL-fa23a6f5,PO-787ca4d4,True,Delivered,INV-038b1629,Paid,4600.0
7/1/2003 0:00,Lyon Souveniers,Motorcycles,31,SO-01b46a41,PL-d70ea4be,PO-8a29a6fc,True,Delivered,INV-482f8b3e,Paid,3100.0
8/25/2003 0:00,Toys4GrownUps.com,Motorcycles,33,SO-a9515503,PL-2e78793b,PO-71591fe3,True,Delivered,INV-7217aeb1,Paid,3300.0
10/10/2003 0:00,Corporate Gift Ideas Co.,Motorcycles,22,SO-487b859e,PL-5c632eac,PO-66f33b52,True,Delivered,INV-600eff34,Paid,2200.0
10/28/2003 0:00,Technics Stores Inc.,Motorcycles,20,SO-fcdc3225,PL-474f7d75,PO-3ad09d2b,True,Delivered,INV-a95280bf,Paid,2000.0
11/11/2003 0:00,Daedalus Designs Imports,Motorcycles,41,SO-9214c16d,PL-dba6f434,PO-77fe1910,True,Delivered,INV-957aa53c,Paid,4100.0
11/18/2003 0:00,Herkku Gifts,Motorcycles,45,SO-a4286927,PL-d7fad8a3,PO-3cf98eee,True,Delivered,INV-68247b84,Paid,4500.0
12/1/2003 0:00,Mini Wheels Co.,Motorcycles,49,SO-d598e511,PL-164aec95,PO-d08c516d,True,Delivered,INV-fbcd7eb0,Paid,4900.0
1/12/2004 0:00,Osaka Souveniers Co.,Motorcycles,34,SO-9b7752b1,PL-ba15d836,PO-1e917dc0,True,Delivered,INV-4747f450,Paid,3400.0
2/20/2004 0:00,"Australian Collectors, Co.",Motorcycles,49,SO-cc790ab7,PL-e2cc5757,PO-d6166ecb,True,Delivered,INV-73631566,Paid,4900.0
4/5/2004 0:00,Vitachrome Inc.,Motorcycles,39,SO-4bb16f93,PL-6283f744,PO-7760bdec,True,Delivered,INV-38ecacaf,Paid,3900.0
5/18/2004 0:00,Tekni Collectables Inc.,Motorcycles,43,SO-cb715320,PL-4de235d8,PO-2832ad02,True,Delivered,INV-8f595487,Paid,4300.0
6/28/2004 0:00,Gift Depot Inc.,Motorcycles,41,SO-7393c99b,PL-ac490a05,PO-df01d58d,True,Delivered,INV-06b7172c,Paid,4100.0
7/23/2004 0:00,La Rochelle Gifts,Motorcycles,36,SO-1b22fc64,PL-2e90fa24,PO-5092a147,True,Delivered,INV-0e375b07,Paid,3600.0
8/27/2004 0:00,Marta's Replicas Co.,Motorcycles,27,SO-f5542f45,PL-3bc7f63a,PO-8a4590ed,True,Delivered,INV-ec6c17b1,Paid,2700.0
9/30/2004 0:00,"Toys of Finland, Co.",Motorcycles,29,SO-f05ce55d,PL-785d5693,PO-7ce1d684,True,Delivered,INV-c908658a,Paid,2900.0
10/15/2004 0:00,Mini Classics,Motorcycles,20,SO-b201107c,PL-4015fb53,PO-b452d6ca,True,Delivered,INV-50414dc4,Paid,2000.0
11/2/2004 0:00,Diecast Classics Inc.,Motorcycles,37,SO-91744d25,PL-73838476,PO-12eed588,True,Delivered,INV-18c92d78,Paid,3700.0
11/15/2004 0:00,Land of Toys Inc.,Motorcycles,26,SO-6b30ee51,PL-17edabeb,PO-69fecaa2,True,Delivered,INV-f58512d7,Paid,2600.0
11/23/2004 0:00,"Tokyo Collectables, Ltd",Motorcycles,39,SO-69d9fd36,PL-aede0fdc,PO-6ad4d762,True,Delivered,INV-79bc7516,Paid,2990.13
1/5/2005 0:00,Technics Stores Inc.,Motorcycles,22,SO-c32facb0,PL-84ef8856,PO-fc73414c,True,Delivered,INV-09ad18e9,Paid,2200.0
2/2/2005 0:00,"Australian Gift Network, Co",Motorcycles,22,SO-b92926aa,PL-8f6dca17,PO-cebabbba,True,Delivered,INV-e0049318,Paid,2200.0
3/3/2005 0:00,FunGiftIdeas.com,Motorcycles,21,SO-c1221dea,PL-135f6557,PO-5e2fe1a9,True,Delivered,INV-c8c2d147,Paid,1822.17
4/8/2005 0:00,"UK Collectables, Ltd.",Motorcycles,66,SO-49734701,PL-8bab8e89,PO-ad3b7773,True,Delivered,INV-8c85e5b3,Paid,6600.0
5/13/2005 0:00,Euro Shopping Channel,Motorcycles,56,SO-10ee5582,PL-3f6c998c,PO-dfd4ef55,True,Delivered,INV-42226526,Paid,5600.0
2/11/2003 0:00,Danish Wholesale Imports,Classic Cars,50,SO-0c384d85,PL-dfb21084,PO-a28b68fd,True,Delivered,INV-c23f8572,Paid,5000.0
4/28/2003 0:00,Salzburg Collectables,Classic Cars,46,SO-0990e2ad,PL-dac45cd4,PO-7716273c,True,Delivered,INV-16ed85c6,Paid,4600.0
6/12/2003 0:00,"Stylish Desk Decors, Co.",Classic Cars,33,SO-12a5f5d2,PL-514026f7,PO-73ea1bbb,True,Delivered,INV-20f66bfa,Paid,3300.0
8/10/2003 0:00,Mini Creations Ltd.,Classic Cars,49,SO-f22c09e0,PL-d41d698b,PO-4916b749,True,Delivered,INV-dc11df5a,Paid,4900.0
10/6/2003 0:00,"Toys of Finland, Co.",Classic Cars,32,SO-4ed81b81,PL-f2c50d1d,PO-712cddfb,True,Delivered,INV-b72a7d5a,Paid,3200.0
10/23/2003 0:00,Scandinavian Gift Ideas,Classic Cars,44,SO-3bd2221d,PL-a5ef619d,PO-2eb82165,True,Delivered,INV-2dcc77c9,Paid,4400.0
11/8/2003 0:00,Alpha Cognac,Classic Cars,24,SO-5803a154,PL-0de9d68f,PO-cf93140b,True,Delivered,INV-5a75a1f2,Paid,2400.0
11/14/2003 0:00,"Double Decker Gift Stores, Ltd",Classic Cars,26,SO-a78c0a60,PL-af578e21,PO-0d594020,True,Delivered,INV-e8b662c7,Paid,2600.0
11/26/2003 0:00,Enaco Distributors,Classic Cars,45,SO-e9b466ef,PL-a62a82ba,PO-63732e57,True,Delivered,INV-56166549,Paid,4500.0
1/9/2004 0:00,"Men 'R' US Retailers, Ltd.",Classic Cars,39,SO-0fda6b47,PL-32116cc3,PO-bc3075fb,True,Delivered,INV-23ab6bf0,Paid,3900.0
2/19/2004 0:00,Collectable Mini Designs Co.,Classic Cars,49,SO-993b9622,PL-0cb62102,PO-97ba499f,True,Delivered,INV-e0d96d29,Paid,4900.0
5/7/2004 0:00,Land of Toys Inc.,Classic Cars,20,SO-7b29efab,PL-e7971a70,PO-2e7a83da,True,Delivered,INV-1c066451,Paid,2000.0
6/17/2004 0:00,Quebec Home Shopping Network,Classic Cars,27,SO-dcefc488,PL-8180bf1d,PO-295e441b,True,Delivered,INV-d4385fe1,Paid,2700.0
7/21/2004 0:00,Petit Auto,Classic Cars,30,SO-a11a1ccc,PL-a0828f28,PO-fc764574,True,Delivered,INV-71d0ff98,Paid,3000.0
8/20/2004 0:00,"Royal Canadian Collectables, Ltd.",Classic Cars,25,SO-10d25631,PL-932b0da7,PO-293fd632,True,Delivered,INV-6682f73e,Paid,2500.0
9/10/2004 0:00,Gifts4AllAges.com,Classic Cars,24,SO-33bc8b80,PL-10521366,PO-55672536,True,Delivered,INV-d57f63f7,Paid,2400.0
10/14/2004 0:00,"Classic Gift Ideas, Inc",Classic Cars,22,SO-f20b9040,PL-b78117a8,PO-3b56b881,True,Delivered,INV-ebce0b63,Paid,2200.0
11/1/2004 0:00,giftsbymail.co.uk,Classic Cars,33,SO-0888dc92,PL-46182db4,PO-a2eaa88e,True,Delivered,INV-e2fbb409,Paid,3300.0
11/5/2004 0:00,Baane Mini Imports,Classic Cars,47,SO-d3843218,PL-834f8d10,PO-3cef73e5,True,Delivered,INV-832f6f92,Paid,3051.71
11/21/2004 0:00,Classic Legends Inc.,Classic Cars,25,SO-5a4813bf,PL-9a705163,PO-c22489fa,True,Delivered,INV-76a322b2,Paid,1201.25
12/2/2004 0:00,Euro Shopping Channel,Classic Cars,26,SO-7731a9a5,PL-f3e16301,PO-eb072311,True,Delivered,INV-4e6510e0,Paid,1962.22
12/15/2004 0:00,Reims Collectables,Classic Cars,48,SO-6b5fb0de,PL-44138928,PO-40cf2a4f,True,Delivered,INV-1f529ca9,Paid,2624.64
1/31/2005 0:00,"Oulu Toy Supplies, Inc.",Classic Cars,39,SO-d2f86804,PL-25da0d82,PO-cb2b77a2,True,Delivered,INV-b7066426,Paid,3900.0
2/23/2005 0:00,Corporate Gift Ideas Co.,Classic Cars,34,SO-31b7ce2e,PL-53cb8212,PO-f30c5e38,True,Delivered,INV-0cfbd767,Paid,3400.0
3/17/2005 0:00,Lyon Souveniers,Classic Cars,32,SO-7c54badd,PL-a80acfcf,PO-04097795,True,Delivered,INV-caf33eb8,Paid,3200.0
4/1/2005 0:00,The Sharp Gifts Warehouse,Classic Cars,64,SO-bc527436,PL-cc5493dc,PO-c13b817a,True,Delivered,INV-5801213f,Paid,6400.0
5/6/2005 0:00,Gifts4AllAges.com,Classic Cars,19,SO-ec5ef322,PL-491b66af,PO-11bd2c86,True,Delivered,INV-e3572673,Paid,1900.0
1/29/2003 0:00,Baane Mini Imports,Classic Cars,42,SO-2a590241,PL-48bdaee3,PO-fd42615a,True,Delivered,INV-cb652d32,Paid,4200.0
4/1/2003 0:00,"La Corne D'abondance, Co.",Classic Cars,31,SO-81e2b732,PL-31b33710,PO-9128ac03,True,Delivered,INV-916e3765,Paid,3100.0
5/28/2003 0:00,"Corrida Auto Replicas, Ltd",Classic Cars,22,SO-5b59c6a7,PL-ad8f1429,PO-3816a446,True,Delivered,INV-39e087f8,Paid,2200.0
7/24/2003 0:00,Technics Stores Inc.,Classic Cars,26,SO-fcb04171,PL-97885475,PO-100d50ff,True,Delivered,INV-3875f089,Paid,2600.0
9/19/2003 0:00,"Dragon Souveniers, Ltd.",Classic Cars,20,SO-c1a0cc5c,PL-079496a0,PO-79014fb8,True,Delivered,INV-2f823deb,Paid,2000.0
10/21/2003 0:00,Mini Auto Werke,Classic Cars,21,SO-071dcea9,PL-563ca3d3,PO-2daf845a,True,Delivered,INV-838c8fbc,Paid,2100.0
11/6/2003 0:00,"Stylish Desk Decors, Co.",Classic Cars,33,SO-c21211f5,PL-00e0e149,PO-307bb7d4,True,Delivered,INV-97b59197,Paid,3300.0
11/13/2003 0:00,"Classic Gift Ideas, Inc",Classic Cars,28,SO-09e7b73a,PL-9d5f0462,PO-0a6c7148,True,Delivered,INV-eb24e6c2,Paid,2800.0
11/25/2003 0:00,"Saveley & Henriot, Co.",Classic Cars,26,SO-33bcb58d,PL-fad4113a,PO-609c7a2f,True,Delivered,INV-f81d6c44,Paid,2600.0
12/9/2003 0:00,Diecast Collectables,Classic Cars,31,SO-75f85365,PL-992b0b0e,PO-872f79ba,True,Delivered,INV-d3963ce3,Paid,3100.0
2/4/2004 0:00,Handji Gifts& Co,Classic Cars,48,SO-7c61622f,PL-a22312b5,PO-2a21e3d6,True,Delivered,INV-39612a58,Paid,4800.0
3/11/2004 0:00,Mini Gifts Distributors Ltd.,Classic Cars,50,SO-fc1d067d,PL-dd0d4c56,PO-0e2eae75,True,Delivered,INV-a9a05498,Paid,5000.0
5/4/2004 0:00,Super Scale Inc.,Classic Cars,28,SO-5ec5b5e6,PL-588d426b,PO-82332d0a,True,Delivered,INV-226d05b2,Paid,2800.0
6/15/2004 0:00,Handji Gifts& Co,Classic Cars,26,SO-1cfc8b64,PL-2b49a0eb,PO-5ef66a6a,True,Delivered,INV-5e650f4c,Paid,2600.0
7/19/2004 0:00,Souveniers And Things Co.,Classic Cars,32,SO-5eb6bf18,PL-bcb6e02a,PO-00077bbd,True,Delivered,INV-5d7fdb81,Paid,3200.0
8/19/2004 0:00,Diecast Classics Inc.,Classic Cars,44,SO-d5b1b069,PL-c7dda426,PO-80d51b3a,True,Delivered,INV-f1904bac,Paid,4400.0
9/8/2004 0:00,Scandinavian Gift Ideas,Classic Cars,30,SO-e4420040,PL-06e7fc16,PO-04c4f232,True,Delivered,INV-e07b3ebc,Paid,3000.0
10/13/2004 0:00,Marta's Replicas Co.,Classic Cars,38,SO-e496716a,PL-17c26ae6,PO-077f888a,True,Delivered,INV-4fa48aca,Paid,3800.0
10/22/2004 0:00,Canadian Gift Exchange Network,Classic Cars,40,SO-9bc5ca9c,PL-300a097f,PO-c5d143dd,True,Delivered,INV-e1e28ba0,Paid,4000.0
11/4/2004 0:00,Online Diecast Creations Co.,Classic Cars,46,SO-43b07c96,PL-bed48750,PO-277e9016,True,Delivered,INV-e234b99a,Paid,2851.54
11/19/2004 0:00,"Volvo Model Replicas, Co",Classic Cars,26,SO-e0399ab5,PL-c357bc78,PO-0abcac51,True,Delivered,INV-31d38fdc,Paid,2600.0
11/29/2004 0:00,"Australian Collectors, Co.",Classic Cars,27,SO-5411632e,PL-8366e4ab,PO-6d541dec,True,Delivered,INV-5498d942,Paid,2700.0
12/10/2004 0:00,Mini Gifts Distributors Ltd.,Classic Cars,43,SO-7960ec6e,PL-4a56982a,PO-415c85c2,True,Delivered,INV-d8ac5f4e,Paid,4300.0
1/20/2005 0:00,"Anna's Decorations, Ltd",Classic Cars,35,SO-c898d51e,PL-53bf8c87,PO-7fe097ce,True,Delivered,INV-c07416d5,Paid,2297.05
2/17/2005 0:00,Corporate Gift Ideas Co.,Classic Cars,37,SO-425cacfc,PL-165d7ed4,PO-e3c8eb66,True,Delivered,INV-0e698a3f,Paid,3700.0
3/9/2005 0:00,"Anna's Decorations, Ltd",Classic Cars,37,SO-5b84b1fb,PL-bbd4c1c0,PO-98658478,True,Delivered,INV-c7f8da5e,Paid,1735.3
5/1/2005 0:00,Quebec Home Shopping Network,Classic Cars,27,SO-1c284f1c,PL-9563ae46,PO-ad4e2b04,True,Delivered,INV-663d13da,Paid,2700.0
