Order Date,Customer,Product,Qty,Sales Order,Planned Order,Production Order,Confirmed,Status,Delivery,Invoice,Billing Status,Amount
2004-05-05,Euro Shopping Channel,Trucks and Buses,46,SO-b9f28828,PL-679a3eba,PO-a12b09c8,True,Shipped,In Transit,INV-eca15e72,Paid,4600.0
2004-06-15,Handji Gifts& Co,Trucks and Buses,46,SO-96e3d218,PL-c05847ac,PO-1bc2acb5,True,Shipped,In Transit,INV-c4d474a2,Paid,4600.0
2004-07-20,Mini Gifts Distributors Ltd.,Trucks and Buses,31,SO-b562c4a4,PL-d6da3276,PO-f09a660e,True,Shipped,In Transit,INV-d9b42a4d,Paid,3012.27
2004-08-19,Diecast Classics Inc.,Trucks and Buses,41,SO-afc79a96,PL-9892c6dd,PO-f15c02b4,True,Shipped,In Transit,INV-335613f9,Paid,4100.0
2004-09-08,Land of Toys Inc.,Trucks and Buses,21,SO-e224054f,PL-12317ee4,PO-840130f0,True,Shipped,In Transit,INV-62bf83bf,Paid,2100.0
2004-10-13,Marta's Replicas Co.,Trucks and Buses,38,SO-fbd4691d,PL-adbb8899,PO-da5cf872,True,Shipped,In Transit,INV-f953594d,Paid,3800.0
2004-10-22,Heintze Collectables,Trucks and Buses,45,SO-1d98dcd5,PL-951c8c58,PO-a8648e86,True,Shipped,In Transit,INV-d9ab5838,Paid,4500.0
2004-11-05,Vitachrome Inc.,Trucks and Buses,26,SO-337add7b,PL-64eacedd,PO-df41bfb6,True,Shipped,In Transit,INV-f9816253,Paid,1517.88
2004-11-20,"La Corne D'abondance, Co.",Trucks and Buses,38,SO-148b5885,PL-9d4d3de4,PO-47206795,True,Shipped,In Transit,INV-02fdc4ed,Paid,3800.0
2004-12-01,Muscle Machine Inc,Trucks and Buses,48,SO-7d26a5d0,PL-c4d7dc69,PO-8995cc86,True,Shipped,In Transit,INV-42a4d7cf,Paid,4800.0
2004-12-10,Euro Shopping Channel,Trucks and Buses,42,SO-1048f97c,PL-e7edd63f,PO-3af0cb6f,True,Shipped,In Transit,INV-d4b9bf04,Paid,2694.72
2005-01-23,Mini Gifts Distributors Ltd.,Trucks and Buses,49,SO-e02722a8,PL-b544d68f,PO-2306e1bd,True,Shipped,In Transit,INV-31cc9a25,Paid,1749.79
2005-02-17,Mini Gifts Distributors Ltd.,Trucks and Buses,32,SO-2df1d8b0,PL-2ff21bb3,PO-975b8e7d,True,Shipped,In Transit,INV-71635af1,Paid,2130.56
2005-05-03,Euro Shopping Channel,Trucks and Buses,54,SO-bbf24bb7,PL-f8e56565,PO-bbb7d7ba,True,Shipped,In Transit,INV-1175dc60,Paid,5400.0
2005-05-31,La Rochelle Gifts,Trucks and Buses,33,SO-3ed3ab96,PL-cf0189a7,PO-4ebffd9f,True,In Process,Not in Transit,INV-d9866e93,Unpaid,3300.0
2003-03-03,Cruz & Sons Co.,Classic Cars,36,SO-973c90b8,PL-77b84d5e,PO-43168568,True,Shipped,In Transit,INV-1f71181e,Paid,3600.0
2003-05-08,Marseille Mini Autos,Classic Cars,20,SO-01e7d415,PL-f979978e,PO-3d39d829,True,Shipped,In Transit,INV-b8a9099c,Paid,2000.0
2003-07-02,Mini Gifts Distributors Ltd.,Classic Cars,29,SO-0e5c8564,PL-0fd75678,PO-e322df7f,True,Shipped,In Transit,INV-029b2229,Paid,2838.81
2003-09-05,Collectables For Less Inc.,Classic Cars,33,SO-c57447c2,PL-6e747bd8,PO-80fcbd64,True,Shipped,In Transit,INV-87861bde,Paid,3230.37
2003-10-11,"Men 'R' US Retailers, Ltd.",Classic Cars,50,SO-69ac9d5f,PL-50d4dc8e,PO-f980cd89,True,Shipped,In Transit,INV-6db49fc6,Paid,5000.0
2003-11-04,Mini Auto Werke,Classic Cars,41,SO-ea726c65,PL-72d87690,PO-dc073275,True,Shipped,In Transit,INV-b4536834,Paid,4100.0
2003-11-12,Herkku Gifts,Classic Cars,36,SO-fab98fb4,PL-9eed0268,PO-e0dbc21f,True,Shipped,In Transit,INV-6c974003,Paid,3600.0
2003-11-20,Online Diecast Creations Co.,Classic Cars,27,SO-f885ad07,PL-80602154,PO-f825a10a,True,Shipped,In Transit,INV-e2358635,Paid,2700.0
2003-12-02,Euro Shopping Channel,Classic Cars,47,SO-9d12c73e,PL-4bbf49a6,PO-23f619a5,True,Shipped,In Transit,INV-dc807c12,Paid,4700.0
2004-01-16,Euro Shopping Channel,Classic Cars,33,SO-ab8028fe,PL-278f38d6,PO-f4c40200,True,Shipped,In Transit,INV-bbaa098e,Paid,3300.0
2004-02-22,"Vida Sport, Ltd",Classic Cars,21,SO-79d0708b,PL-a92d32bf,PO-d89a380b,True,Shipped,In Transit,INV-c40b483f,Paid,2100.0
2004-04-12,"Oulu Toy Supplies, Inc.",Classic Cars,21,SO-3703fbe9,PL-8dcb2afc,PO-b507b31d,True,Shipped,In Transit,INV-57e47491,Paid,1958.88
2004-06-01,"UK Collectables, Ltd.",Classic Cars,41,SO-0c37d3ef,PL-3c456b87,PO-5a54822b,True,Cancelled,Not in Transit,INV-5cdae0e9,Unpaid,4100.0
2004-07-06,L'ordine Souveniers,Classic Cars,40,SO-099bb86b,PL-14f53407,PO-e7e0f63c,True,Shipped,In Transit,INV-41632b35,Paid,4000.0
2004-08-04,"Dragon Souveniers, Ltd.",Classic Cars,28,SO-d9e489bf,PL-d1388929,PO-59b90a6e,True,Shipped,In Transit,INV-b5714749,Paid,2800.0
2004-08-30,"Vida Sport, Ltd",Classic Cars,23,SO-b79f5d00,PL-310a1a46,PO-b72cf758,True,Shipped,In Transit,INV-f9726565,Paid,2300.0
2003-10-04,"Blauer See Auto, Co.",Classic Cars,23,SO-9024290a,PL-33ce4ec8,PO-af31c976,True,Shipped,In Transit,INV-30a9cb35,Paid,2300.0
2004-10-16,"Toms Spezialitten, Ltd",Classic Cars,25,SO-a357c0ad,PL-7e919d65,PO-501fdfee,True,Shipped,In Transit,INV-cd9cab1c,Paid,2500.0
2004-11-04,FunGiftIdeas.com,Classic Cars,24,SO-18b88e55,PL-96f93879,PO-9d4c6de8,True,Shipped,In Transit,INV-54766e53,Paid,2400.0
2004-11-15,Land of Toys Inc.,Classic Cars,39,SO-75603b1d,PL-bf7ccd96,PO-8cdb845c,True,Shipped,In Transit,INV-83101172,Paid,2524.86
2004-11-24,Salzburg Collectables,Classic Cars,55,SO-9e7fa0ec,PL-02cb4c2d,PO-e38194cc,True,Shipped,In Transit,INV-ae724ad8,Paid,4136.0
2005-01-06,Suominen Souveniers,Classic Cars,46,SO-520e36c6,PL-0cf5bfd8,PO-57da399f,True,Shipped,In Transit,INV-61084f78,Paid,4068.7
2005-02-09,"Toys of Finland, Co.",Classic Cars,50,SO-01c4b52a,PL-78c012d0,PO-78bee879,True,Shipped,In Transit,INV-bba6bd01,Paid,5000.0
2005-03-03,Scandinavian Gift Ideas,Classic Cars,47,SO-dbb8f62c,PL-22a140d0,PO-40a968d0,True,Shipped,In Transit,INV-af49a370,Paid,4700.0
2005-04-14,Mini Caravy,Classic Cars,97,SO-839e0312,PL-cd8b6cdb,PO-f31db685,True,Shipped,In Transit,INV-b294226c,Paid,9048.16
2005-05-17,Salzburg Collectables,Classic Cars,32,SO-23638742,PL-86934b60,PO-cd4f386b,True,Shipped,In Transit,INV-e60b9403,Paid,3200.0
2003-01-29,Baane Mini Imports,Trucks and Buses,35,SO-b939a4fd,PL-a58ad362,PO-0ac0dbf1,True,Shipped,In Transit,INV-f0781031,Paid,3500.0
2003-03-26,Mini Gifts Distributors Ltd.,Trucks and Buses,49,SO-38e421ad,PL-0aac773e,PO-2a1bb3d7,True,Shipped,In Transit,INV-1c5f7687,Paid,4900.0
2003-05-28,"Corrida Auto Replicas, Ltd",Trucks and Buses,38,SO-070fafe4,PL-477c08a5,PO-9ae76715,True,Shipped,In Transit,INV-64050c48,Paid,3800.0
2003-07-24,Technics Stores Inc.,Trucks and Buses,32,SO-f4cf77b9,PL-fdd7abb0,PO-953889da,True,Shipped,In Transit,INV-37868145,Paid,3200.0
2003-09-19,"Dragon Souveniers, Ltd.",Trucks and Buses,34,SO-f268694b,PL-e69bf73f,PO-c0570a89,True,Shipped,In Transit,INV-2ab3cb92,Paid,3400.0
2003-10-21,Mini Auto Werke,Trucks and Buses,36,SO-94d9e612,PL-9c9d9ecb,PO-f78472b3,True,Resolved,Delivered,INV-0b8582c3,Paid,3570.12
2003-11-06,"Australian Gift Network, Co",Trucks and Buses,48,SO-daba28a1,PL-579a99dd,PO-a01b8c07,True,Shipped,In Transit,INV-9026d6ff,Paid,4480.32
2003-11-13,"Classic Gift Ideas, Inc",Trucks and Buses,21,SO-fbeb82e8,PL-ba2fa706,PO-6f4dca72,True,Shipped,In Transit,INV-6143948b,Paid,2033.64
2003-11-25,"Saveley & Henriot, Co.",Trucks and Buses,21,SO-d77dda86,PL-e26ffe80,PO-af5fa286,True,Shipped,In Transit,INV-a829399e,Paid,1960.14
2003-12-05,Canadian Gift Exchange Network,Trucks and Buses,34,SO-f2d1e3c9,PL-7c85e8dc,PO-b5a53edd,True,Shipped,In Transit,INV-0eea4685,Paid,3400.0
2004-01-29,West Coast Collectables Co.,Trucks and Buses,46,SO-6301a971,PL-179c08f8,PO-349c30f9,True,Shipped,In Transit,INV-8dac94d2,Paid,4600.0
2004-03-10,Cambridge Collectables Co.,Trucks and Buses,32,SO-c4c7f9b8,PL-5ff0c8c0,PO-7acd0c08,True,Shipped,In Transit,INV-ce0b9c6d,Paid,3200.0
2004-05-04,Super Scale Inc.,Trucks and Buses,29,SO-6910cfcc,PL-9830b163,PO-81ba572d,True,Shipped,In Transit,INV-72dde557,Paid,2900.0
2004-06-15,"Tokyo Collectables, Ltd",Trucks and Buses,41,SO-41d3441d,PL-61b8375e,PO-4f121df8,True,Shipped,In Transit,INV-9abc141d,Paid,4100.0
2004-07-19,Souveniers And Things Co.,Trucks and Buses,43,SO-229f5dc1,PL-e03ae4d1,PO-f31244df,True,Shipped,In Transit,INV-69e96800,Paid,4164.12
2004-08-17,Amica Models & Co.,Trucks and Buses,24,SO-b76e0ca4,PL-60f42707,PO-1f08bf57,True,Shipped,In Transit,INV-a4a883c4,Paid,2400.0
2004-09-08,Scandinavian Gift Ideas,Trucks and Buses,41,SO-a820e252,PL-42dbf524,PO-420c5fc9,True,Shipped,In Transit,INV-111e4297,Paid,4100.0
2004-10-11,Auto Assoc. & Cie.,Trucks and Buses,46,SO-82cf69ff,PL-7235570a,PO-3b44c1ba,True,Shipped,In Transit,INV-ac979d14,Paid,4508.0
2004-10-21,Mini Gifts Distributors Ltd.,Trucks and Buses,32,SO-145596a7,PL-a8292eb3,PO-e056e498,True,Shipped,In Transit,INV-586d88aa,Paid,3200.0
2004-11-04,Online Diecast Creations Co.,Trucks and Buses,22,SO-ee6079ce,PL-bf685c1b,PO-661e7916,True,Shipped,In Transit,INV-575773a8,Paid,2200.0
2004-11-18,Mini Wheels Co.,Trucks and Buses,29,SO-6a4e2c67,PL-b1db37b9,PO-78e261cf,True,Shipped,In Transit,INV-e6b6aaf1,Paid,1167.25
2004-11-29,"Australian Collectors, Co.",Trucks and Buses,42,SO-524186a7,PL-2b4b29ea,PO-a7423790,True,Shipped,In Transit,INV-54570045,Paid,2083.2
2004-12-10,Mini Gifts Distributors Ltd.,Trucks and Buses,39,SO-5ecfbcac,PL-64dd07f5,PO-72f4b388,True,Shipped,In Transit,INV-da91febc,Paid,3822.0
2005-01-20,"Anna's Decorations, Ltd",Trucks and Buses,27,SO-6944dac1,PL-afa504ed,PO-86936fe5,True,Shipped,In Transit,INV-933d2141,Paid,2700.0
2005-02-17,Corporate Gift Ideas Co.,Trucks and Buses,48,SO-f9be7a9d,PL-48bff63e,PO-9fe4f649,True,Shipped,In Transit,INV-0b5271ef,Paid,4704.0
2005-03-09,"Anna's Decorations, Ltd",Trucks and Buses,29,SO-b95b9349,PL-65cec7ab,PO-14133525,True,Shipped,In Transit,INV-fcce3763,Paid,2467.9
2005-05-01,Quebec Home Shopping Network,Trucks and Buses,27,SO-e3554d59,PL-361af771,PO-27e17625,True,Shipped,In Transit,INV-27ce165c,Paid,2700.0
2005-05-31,Euro Shopping Channel,Trucks and Buses,54,SO-28f9b560,PL-0331e374,PO-08a8c39a,True,In Process,Not in Transit,INV-a3838bde,Unpaid,5400.0
2003-03-10,Motor Mint Distributors Inc.,Classic Cars,26,SO-f57f7960,PL-8d1c9fdd,PO-49eff618,True,Shipped,In Transit,INV-08875271,Paid,2600.0
2003-05-08,Marseille Mini Autos,Classic Cars,34,SO-dcf7ade0,PL-03ff0268,PO-f03035e1,True,Shipped,In Transit,INV-f693cdcb,Paid,3400.0
2003-07-04,Alpha Cognac,Classic Cars,25,SO-4decabc3,PL-20f2861a,PO-45930f7f,True,Shipped,In Transit,INV-771d4c38,Paid,2500.0
2003-09-11,"Anna's Decorations, Ltd",Classic Cars,23,SO-2c60a556,PL-fbf8def7,PO-e542b461,True,Shipped,In Transit,INV-0b23386b,Paid,2300.0
2003-10-17,Heintze Collectables,Classic Cars,28,SO-9271b8d9,PL-2ace029f,PO-4ea34215,True,Shipped,In Transit,INV-33870f63,Paid,2800.0
2003-11-05,Quebec Home Shopping Network,Classic Cars,35,SO-6b9ccd11,PL-193f4148,PO-78f5e606,True,Shipped,In Transit,INV-2804d8e7,Paid,3500.0
2003-11-12,Herkku Gifts,Classic Cars,44,SO-1c96c7a9,PL-fef1b1f5,PO-bd621fff,True,Shipped,In Transit,INV-23d82d3e,Paid,4400.0
2003-11-20,Online Diecast Creations Co.,Classic Cars,22,SO-7a7d43bf,PL-9e66db59,PO-5b51ea66,True,Shipped,In Transit,INV-ee4e5007,Paid,2200.0
2003-12-02,Muscle Machine Inc,Classic Cars,42,SO-66c88fdf,PL-b982956c,PO-24d93496,True,Shipped,In Transit,INV-6dca343d,Paid,4200.0
2004-01-16,Euro Shopping Channel,Classic Cars,29,SO-6992068c,PL-cb539540,PO-4f0dc68c,True,Shipped,In Transit,INV-b9fc7ae5,Paid,2900.0
2004-02-22,"Vida Sport, Ltd",Classic Cars,32,SO-9bf07a52,PL-3a43f623,PO-88b1d1bd,True,Shipped,In Transit,INV-f5419cde,Paid,3200.0
2004-04-13,Osaka Souveniers Co.,Classic Cars,41,SO-911f0da0,PL-bb92138a,PO-c4dfae4d,True,Shipped,In Transit,INV-fde32bbb,Paid,4100.0
2004-06-01,"UK Collectables, Ltd.",Classic Cars,26,SO-b537123c,PL-0c033eff,PO-0c159723,True,Cancelled,Not in Transit,INV-0e976110,Unpaid,2600.0
2004-07-06,L'ordine Souveniers,Classic Cars,21,SO-54b49790,PL-bf8d20ce,PO-5dfc1e73,True,Shipped,In Transit,INV-9be571f3,Paid,2100.0
2004-08-06,Signal Gift Stores,Classic Cars,34,SO-3737699b,PL-5f39ce57,PO-2ec9b9b8,True,Shipped,In Transit,INV-b7418234,Paid,3400.0
2004-08-30,"Vida Sport, Ltd",Classic Cars,41,SO-d85d2c53,PL-c0b5daa5,PO-337c7d1a,True,Shipped,In Transit,INV-3b452868,Paid,4100.0
2003-10-05,"Norway Gifts By Mail, Co.",Classic Cars,37,SO-2298cc50,PL-45ce5abc,PO-afd8bdc7,True,Shipped,In Transit,INV-9648ed0a,Paid,3700.0
2004-10-16,"Toms Spezialitten, Ltd",Classic Cars,37,SO-07fe6ebd,PL-82688b49,PO-48e7e851,True,Shipped,In Transit,INV-26dc661f,Paid,3700.0
2004-11-04,FunGiftIdeas.com,Classic Cars,41,SO-546bfa85,PL-7db970f1,PO-c521be9f,True,Shipped,In Transit,INV-4957a60d,Paid,4100.0
2004-11-17,Motor Mint Distributors Inc.,Classic Cars,46,SO-8a7ba6b2,PL-5b176e70,PO-a6c34247,True,Shipped,In Transit,INV-86e1ccf0,Paid,4600.0
2004-11-24,"Australian Collectors, Co.",Classic Cars,40,SO-869fd0a6,PL-f5f1718e,PO-57faecc0,True,Shipped,In Transit,INV-4a12476b,Paid,4000.0
2004-12-09,Lyon Souveniers,Classic Cars,43,SO-e0b46f0a,PL-18d35f1c,PO-e33371fa,True,Shipped,In Transit,INV-cd27e183,Paid,4196.8
2005-01-07,Mini Creations Ltd.,Classic Cars,30,SO-2c94c1f9,PL-8e528c4f,PO-034c2fc8,True,Shipped,In Transit,INV-3ec03a4b,Paid,2611.8
2005-02-09,"Toys of Finland, Co.",Classic Cars,35,SO-900a4ff3,PL-4ba04599,PO-ed746bae,True,Shipped,In Transit,INV-5dce8d86,Paid,3500.0
2005-03-04,Mini Gifts Distributors Ltd.,Classic Cars,36,SO-aaddaab5,PL-d4d9eedb,PO-35ff08ce,True,Shipped,In Transit,INV-516a389f,Paid,3375.72
2005-04-15,Danish Wholesale Imports,Classic Cars,61,SO-bcb2d830,PL-91c98ac6,PO-7625aff8,True,Disputed,Not in Transit,INV-c8708eb7,Unpaid,6100.0
2005-05-17,Salzburg Collectables,Classic Cars,38,SO-b23d2d20,PL-0fb7e80d,PO-0b259975,True,Shipped,In Transit,INV-e11f28fb,Paid,3800.0
2003-01-10,Vitachrome Inc.,Vintage Cars,39,SO-b7c9bc2c,PL-5ea268d0,PO-8f52ec4c,True,Shipped,In Transit,INV-ba139b14,Paid,3900.0
2003-03-25,Mini Wheels Co.,Vintage Cars,33,SO-7f54ddcc,PL-c47b3294,PO-9db6b363,True,Shipped,In Transit,INV-437baa1e,Paid,3288.78
2003-05-21,"Australian Collectors, Co.",Vintage Cars,32,SO-f3355579,PL-6e391811,PO-42288b8d,True,Shipped,In Transit,INV-82cf6c65,Paid,3200.0
2003-07-16,Souveniers And Things Co.,Vintage Cars,31,SO-4203b219,PL-a07c0d98,PO-b9f1731e,True,Shipped,In Transit,INV-a5f451dd,Paid,3100.0
2003-09-12,Signal Collectibles Ltd.,Vintage Cars,50,SO-8d3f3f04,PL-f5c627d0,PO-380c6c69,True,Shipped,In Transit,INV-f8a804d0,Paid,5000.0
2003-10-18,Corporate Gift Ideas Co.,Vintage Cars,48,SO-c2aff730,PL-ff00b61f,PO-62aa6a06,True,Shipped,In Transit,INV-695b08a0,Paid,4389.12
2003-11-05,Rovelli Gifts,Vintage Cars,43,SO-d4791e1e,PL-106d36e4,PO-dd253dc7,True,Shipped,In Transit,INV-4e9ddd5f,Paid,4300.0
2003-11-12,Mini Gifts Distributors Ltd.,Vintage Cars,25,SO-91276cd8,PL-bc312de2,PO-a0002499,True,Shipped,In Transit,INV-05316912,Paid,2183.25
2003-11-21,"Australian Collectables, Ltd",Vintage Cars,28,SO-59381d1b,PL-6a605bd0,PO-437e7c90,True,Shipped,In Transit,INV-3c64727e,Paid,2800.0
2003-12-03,Euro Shopping Channel,Vintage Cars,36,SO-9ae57a6a,PL-5153ec84,PO-8ae55acf,True,Shipped,In Transit,INV-02697610,Paid,3600.0
2004-01-29,West Coast Collectables Co.,Vintage Cars,27,SO-3de6cac2,PL-8a4e6058,PO-c7ca7135,True,Shipped,In Transit,INV-9aa40c07,Paid,2413.26
2004-03-02,"Saveley & Henriot, Co.",Vintage Cars,25,SO-744f87a6,PL-d8f11593,PO-b5b3926d,True,Shipped,In Transit,INV-3f86b734,Paid,2500.0
2004-04-29,Euro Shopping Channel,Vintage Cars,40,SO-c65f7ca2,PL-d0991df9,PO-3a221b80,True,Shipped,In Transit,INV-c55a4849,Paid,4000.0
2004-06-08,Danish Wholesale Imports,Vintage Cars,34,SO-5593b11c,PL-a31706d0,PO-4e330712,True,Shipped,In Transit,INV-46a2a196,Paid,3248.7
2004-08-17,Amica Models & Co.,Vintage Cars,50,SO-8b0063eb,PL-c7ce13d6,PO-dcef57d8,True,Shipped,In Transit,INV-0e8dde9a,Paid,5000.0
2004-09-03,Herkku Gifts,Vintage Cars,38,SO-1c8424fb,PL-e5b91dd5,PO-41ee65df,True,Shipped,In Transit,INV-94439f0b,Paid,3800.0
2004-10-11,Auto Assoc. & Cie.,Vintage Cars,37,SO-dc3cdd5a,PL-66df0395,PO-9d33386a,True,Shipped,In Transit,INV-52182c98,Paid,3535.35
2004-10-21,Mini Gifts Distributors Ltd.,Vintage Cars,43,SO-b08a59f3,PL-83ceb43e,PO-3f369c7c,True,Shipped,In Transit,INV-4a9abaf6,Paid,3843.34
2004-11-04,Online Diecast Creations Co.,Vintage Cars,43,SO-243a23aa,PL-bb6f47a3,PO-97741472,True,Shipped,In Transit,INV-4d09502b,Paid,3710.9
2004-11-17,"AV Stores, Co.",Vintage Cars,46,SO-4caf00e6,PL-a0bca5f1,PO-5925ead4,True,Shipped,In Transit,INV-cb9be834,Paid,4375.98
2004-11-29,Signal Gift Stores,Vintage Cars,42,SO-7c080135,PL-8a28c4dd,PO-13016e04,True,Shipped,In Transit,INV-b125cad9,Paid,1516.62
2004-12-09,Lyon Souveniers,Vintage Cars,50,SO-0e3acaa3,PL-ec84b801,PO-a63774e2,True,Shipped,In Transit,INV-1183ad21,Paid,2509.0
2005-01-20,Collectables For Less Inc.,Vintage Cars,44,SO-e1193dc2,PL-83cebc88,PO-f3c58ecf,True,Shipped,In Transit,INV-49ecc309,Paid,4400.0
2005-02-16,Euro Shopping Channel,Vintage Cars,27,SO-722fb63b,PL-f68dce35,PO-8b110fe8,True,Shipped,In Transit,INV-48d289c3,Paid,2515.32
2005-03-09,"Anna's Decorations, Ltd",Vintage Cars,35,SO-c0e4b8a7,PL-cdd4ac96,PO-80f58c81,True,Shipped,In Transit,INV-1cf2d8f4,Paid,3500.0
2005-05-30,Diecast Classics Inc.,Vintage Cars,51,SO-d6878b51,PL-93581b6e,PO-2c795d26,True,In Process,Not in Transit,INV-d37cea76,Unpaid,4873.05
2003-01-10,Vitachrome Inc.,Vintage Cars,41,SO-4684dd0a,PL-3a704e5b,PO-24d08547,True,Shipped,In Transit,INV-a2198846,Paid,2055.74
2003-03-25,Mini Wheels Co.,Vintage Cars,48,SO-4502f87e,PL-3417422b,PO-7e5a2330,True,Shipped,In Transit,INV-4a73f2b7,Paid,2354.88
2003-05-28,"Corrida Auto Replicas, Ltd",Vintage Cars,42,SO-378261b7,PL-47f319c1,PO-4ce6c81d,True,Shipped,In Transit,INV-32de1722,Paid,2309.58
2003-07-16,Souveniers And Things Co.,Vintage Cars,49,SO-be9fc67b,PL-e3bed392,PO-e02aad22,True,Shipped,In Transit,INV-cf7aa472,Paid,2113.37
2003-09-12,Signal Collectibles Ltd.,Vintage Cars,30,SO-7cf99e3b,PL-3ca01536,PO-a847a1ca,True,Shipped,In Transit,INV-63de41f7,Paid,1746.6
2003-10-18,Corporate Gift Ideas Co.,Vintage Cars,45,SO-cc1d6e59,PL-f4e3a54f,PO-753a0229,True,Shipped,In Transit,INV-f5a25eee,Paid,2304.45
2003-11-05,Rovelli Gifts,Vintage Cars,48,SO-ff1a9f4d,PL-3bba0d47,PO-bd634fd0,True,Shipped,In Transit,INV-7500612f,Paid,2122.08
2003-11-12,Mini Gifts Distributors Ltd.,Vintage Cars,32,SO-b4d816a5,PL-c0efdc6a,PO-1b011de5,True,Shipped,In Transit,INV-85ace8b1,Paid,1742.4
2003-11-21,"Australian Collectables, Ltd",Vintage Cars,46,SO-3f25f430,PL-a25968f9,PO-c2d4b7f2,True,Shipped,In Transit,INV-83ca1067,Paid,2455.02
2003-12-03,Euro Shopping Channel,Vintage Cars,48,SO-c0dc1af4,PL-d0311dc3,PO-656a4552,True,Shipped,In Transit,INV-b489aaf6,Paid,3053.28
2004-01-29,West Coast Collectables Co.,Vintage Cars,33,SO-8677482e,PL-86689d09,PO-854188c8,True,Shipped,In Transit,INV-d93044bf,Paid,1423.29
2004-03-02,"Saveley & Henriot, Co.",Vintage Cars,31,SO-3c386020,PL-db5d18b0,PO-5115aa1d,True,Shipped,In Transit,INV-aed614b0,Paid,1504.12
2004-04-29,Euro Shopping Channel,Vintage Cars,20,SO-503b18ca,PL-495022fa,PO-2046b391,True,Shipped,In Transit,INV-f85135b8,Paid,1164.4
2004-06-08,Danish Wholesale Imports,Vintage Cars,29,SO-74ed37b1,PL-a71eb303,PO-12398a09,True,Shipped,In Transit,INV-1bf93fef,Paid,1500.75
2004-08-17,Amica Models & Co.,Vintage Cars,27,SO-9566a58d,PL-900f4fa8,PO-01d56c1a,True,Shipped,In Transit,INV-e8e966c1,Paid,1557.36
2004-09-03,Herkku Gifts,Vintage Cars,24,SO-9e494d55,PL-59dc01ac,PO-bc7c9049,True,Shipped,In Transit,INV-c20b1129,Paid,1345.68
2004-10-11,Auto Assoc. & Cie.,Vintage Cars,37,SO-20872228,PL-5a497984,PO-5f688c97,True,Shipped,In Transit,INV-670b478c,Paid,1795.24
2004-10-21,Mini Gifts Distributors Ltd.,Vintage Cars,25,SO-e2bcf172,PL-f99ee8b4,PO-635d219a,True,Shipped,In Transit,INV-4f1706ea,Paid,1105.25
2004-11-04,Online Diecast Creations Co.,Vintage Cars,41,SO-d75ae027,PL-0148a8a6,PO-cce6cfe2,True,Shipped,In Transit,INV-11df882b,Paid,2364.88
2004-11-17,"AV Stores, Co.",Vintage Cars,27,SO-d10dfae7,PL-2e37f329,PO-ff44bec8,True,Shipped,In Transit,INV-a839a129,Paid,2427.03
2004-11-29,"Australian Collectors, Co.",Vintage Cars,21,SO-fef33c13,PL-17f35d7a,PO-7b63ad38,True,Shipped,In Transit,INV-0c81c947,Paid,1237.95
2004-12-09,Lyon Souveniers,Vintage Cars,22,SO-f941a1c7,PL-7061a02e,PO-8f08c1a3,True,Shipped,In Transit,INV-98587cb7,Paid,1593.02
2005-01-20,Collectables For Less Inc.,Vintage Cars,32,SO-cf52f3f2,PL-b6d478db,PO-b5c91518,True,Shipped,In Transit,INV-ab827fde,Paid,3156.16
2005-02-17,Corporate Gift Ideas Co.,Vintage Cars,25,SO-db72bb6e,PL-28e3c817,PO-0b58861c,True,Shipped,In Transit,INV-36ccd855,Paid,1320.75
2005-03-09,"Anna's Decorations, Ltd",Vintage Cars,42,SO-540bac10,PL-26297a9f,PO-94adf46c,True,Shipped,In Transit,INV-ad87ba2a,Paid,4200.0
2005-05-30,Diecast Classics Inc.,Vintage Cars,25,SO-e4e53b68,PL-c20cac5d,PO-71d6a796,True,In Process,Not in Transit,INV-afa32e17,Unpaid,1293.75
2003-03-18,"AV Stores, Co.",Classic Cars,37,SO-7aba801f,PL-5a6bcc8b,PO-e256ecde,True,Shipped,In Transit,INV-b3c4bf78,Paid,3700.0
2003-05-20,Atelier graphique,Classic Cars,26,SO-ea4cd36b,PL-6f672f82,PO-597b8508,True,Shipped,In Transit,INV-a5c4a854,Paid,2600.0
2003-07-10,Reims Collectables,Classic Cars,44,SO-99f532bb,PL-4c1eb2ef,PO-9686a490,True,Shipped,In Transit,INV-117c381b,Paid,4380.2
2003-09-11,"Anna's Decorations, Ltd",Classic Cars,47,SO-8da9524f,PL-d24652c1,PO-fc473856,True,Shipped,In Transit,INV-08617cde,Paid,4700.0
2003-10-17,Heintze Collectables,Classic Cars,43,SO-f9d3b8a0,PL-ad40f7da,PO-c5f8bf42,True,Shipped,In Transit,INV-4d6c2281,Paid,4300.0
2003-11-05,Gift Depot Inc.,Classic Cars,42,SO-6df9d338,PL-fc5a5e20,PO-d88b7a2f,True,Shipped,In Transit,INV-8448cb20,Paid,4200.0
2003-11-12,Herkku Gifts,Classic Cars,42,SO-222378d3,PL-2d46b053,PO-68f16067,True,Shipped,In Transit,INV-2ef638cc,Paid,4200.0
2003-11-20,Online Diecast Creations Co.,Classic Cars,29,SO-d54b6be3,PL-dbf41b8e,PO-74ba2ed5,True,Shipped,In Transit,INV-b55a3f88,Paid,2900.0
2003-12-02,Muscle Machine Inc,Classic Cars,40,SO-c3c453e4,PL-b09e5ada,PO-a9517cc4,True,Shipped,In Transit,INV-df009e19,Paid,4000.0
